"motusRecvID","recvProjectID","receiverID","receiverType","recvDeployID","deploymentStatus","deploymentName","siteName","dtStart","dtEnd","tsStart","tsEnd","latitude","longitude","elevation","isMobile","macAddress","locationPrecision"
"387","1","SG-5113BBBK0460","SENSORGNOME","3932","terminated","Brantford_Airport","Brantford_Airport","2017-04-18 00:01:00 +00:00","2017-12-19 23:59:00 +00:00","1492473659.9999998","1513727940.0000002","43.13450000","-80.34390000","","false","0","Exact"
"387","1","SG-5113BBBK0460","SENSORGNOME","4710","active","Gerdau","Gerdau","2018-03-15 00:00:00 +00:00","","1521072000","","43.84870000","-78.90810000","","false","0","Exact"
"388","1","SG-5113BBBK0752","SENSORGNOME","3750","terminated","Luther_Marsh","Luther_Marsh","2016-11-15 00:00:00 +00:00","2017-05-05 15:30:00 +00:00","1479168000","1493998200","43.94740000","-80.46400000","","false","0","Exact"
"388","1","SG-5113BBBK0752","SENSORGNOME","3970","active","Luther_Marsh","Luther_Marsh","2017-05-05 16:00:00 +00:00","","1494000000","","43.94740000","-80.46400000","","false","0","Exact"
"388","1","SG-5113BBBK0752","SENSORGNOME","672","terminated","Luther_Marsh","Luther_Marsh","2014-05-08 00:00:00 +00:00","2014-11-19 00:00:00 +00:00","1399507200","1416355200","43.94740000","-80.46400000","","false","0","Exact"
"388","1","SG-5113BBBK0752","SENSORGNOME","2116","terminated","Luther_Marsh","Luther_Marsh","2015-04-19 13:00:00 +00:00","2016-11-15 00:00:00 +00:00","1429448400","1479168000","43.94740000","-80.46400000","","false","0","Exact"
"388","1","SG-5113BBBK0752","SENSORGNOME","2017","terminated","Luther_Marsh","Luther_Marsh","2014-11-19 00:00:00 +00:00","2015-04-19 13:00:00 +00:00","1416355200","1429448400","43.94740000","-80.46400000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","5829","active","Hilliardton Marsh","Hilliardton","2019-11-11 00:00:00 +00:00","","1573430400","","47.74080000","-79.69890000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","2117","terminated","Peers","Peers","2015-04-09 15:00:00 +00:00","2016-11-18 00:00:00 +00:00","1428591600","1479427200","42.60560000","-82.36000000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","674","terminated","Peers","Peers","2014-05-06 00:00:00 +00:00","2014-09-25 00:00:00 +00:00","1399334400","1411603200","42.60560000","-82.36000000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","1995","terminated","Peers","Peers","2014-11-11 00:00:00 +00:00","2015-04-09 15:00:00 +00:00","1415664000","1428591600","42.60560000","-82.36000000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","1122","terminated","Peers","Peers","2014-09-25 00:00:00 +00:00","2014-11-11 00:00:00 +00:00","1411603200","1415664000","42.60560000","-82.36000000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","3959","terminated","Peers","Peers","2017-04-08 00:00:00 +00:00","2018-02-21 23:59:00 +00:00","1491609600","1519257540.0000002","42.60560000","-82.36000000","","false","0","Exact"
"389","1","SG-5113BBBK2024","SENSORGNOME","3758","terminated","Peers","Peers","2016-11-18 00:00:00 +00:00","2017-04-08 00:00:00 +00:00","1479427200","1491609600","42.60560000","-82.36000000","","false","0","Exact"
"390","1","SG-5113BBBK2495","SENSORGNOME","3756","terminated","New_Farm","New_Farm","2016-11-08 00:00:00 +00:00","2017-04-05 10:30:00 +00:00","1478563200","1491388200","44.28840000","-80.22390000","","false","0","Exact"
"390","1","SG-5113BBBK2495","SENSORGNOME","3991","active","New_Farm","New_Farm","2017-04-05 13:00:00 +00:00","","1491397200","","44.28840000","-80.22390000","","false","0","Exact"
"390","1","SG-5113BBBK2495","SENSORGNOME","660","terminated","New_Farm","New_Farm","2014-04-28 00:00:00 +00:00","2014-11-19 00:00:00 +00:00","1398643200","1416355200","44.28840000","-80.22390000","","false","0","Exact"
"390","1","SG-5113BBBK2495","SENSORGNOME","2118","terminated","New_Farm","New_Farm","2015-04-19 16:50:00 +00:00","2016-11-08 00:00:00 +00:00","1429462200.0000002","1478563200","44.28840000","-80.22390000","","false","0","Exact"
"390","1","SG-5113BBBK2495","SENSORGNOME","2025","terminated","New_Farm","New_Farm","2014-11-19 00:00:00 +00:00","2014-11-30 15:00:00 +00:00","1416355200","1417359600","44.28840000","-80.22390000","","false","0","Exact"
"391","1","SG-5113BBBK2661","SENSORGNOME","2127","terminated","Bright","Bright","2015-04-22 14:30:00 +00:00","2016-11-11 00:00:00 +00:00","1429713000","1478822400","43.26320000","-80.65490000","","false","0","Exact"
"391","1","SG-5113BBBK2661","SENSORGNOME","667","terminated","Bright","Bright","2014-05-02 00:00:00 +00:00","2014-08-06 00:00:00 +00:00","1398988800","1407283200","43.26320000","-80.65490000","","false","0","Exact"
"391","1","SG-5113BBBK2661","SENSORGNOME","750","terminated","Bright","Bright","2014-08-06 00:00:00 +00:00","2014-10-19 00:00:00 +00:00","1407283200","1413676800","43.26320000","-80.65490000","","false","0","Exact"
"391","1","SG-5113BBBK2661","SENSORGNOME","3983","terminated","Bright","Bright","2017-05-04 09:00:00 +00:00","2020-04-21 14:00:00 +00:00","1493888400","1587477600","43.26320000","-80.65490000","","false","0","Exact"
"391","1","SG-5113BBBK2661","SENSORGNOME","3733","terminated","Bright","Bright","2016-11-11 00:00:00 +00:00","2017-04-04 08:30:00 +00:00","1478822400","1491294600","43.26320000","-80.65490000","","false","0","Exact"
"392","1","SG-5113BBBK2665","SENSORGNOME","3957","terminated","Marthaville_CA","Marthaville_CA","2016-11-18 00:00:00 +00:00","2017-04-08 00:00:00 +00:00","1479427200","1491609600","42.91560000","-82.17290000","","false","0","Exact"
"392","1","SG-5113BBBK2665","SENSORGNOME","3958","terminated","Marthaville_CA","Marthaville_CA","2017-04-08 00:00:00 +00:00","2020-03-08 19:00:00 +00:00","1491609600","1583694000","42.91560000","-82.17290000","","false","0","Exact"
"392","1","SG-5113BBBK2665","SENSORGNOME","673","terminated","Marthaville_CA","Marthaville_CA","2014-05-06 00:00:00 +00:00","2014-11-12 00:00:00 +00:00","1399334400","1415750400","42.91560000","-82.17290000","","false","0","Exact"
"392","1","SG-5113BBBK2665","SENSORGNOME","2002","terminated","Marthaville_CA","Marthaville_CA","2014-11-12 00:00:00 +00:00","2015-04-10 16:15:00 +00:00","1415750400","1428682500","42.91560000","-82.17290000","","false","0","Exact"
"392","1","SG-5113BBBK2665","SENSORGNOME","2109","terminated","Marthaville_CA","Marthaville_CA","2015-04-10 16:15:00 +00:00","2016-11-18 00:00:00 +00:00","1428682500","1479427200","42.91560000","-82.17290000","","false","0","Exact"
"393","1","SG-5113BBBK2671","SENSORGNOME","2281","terminated","Pelee_Island","Pelee_Island","2015-05-09 00:00:00 +00:00","2017-04-11 00:00:00 +00:00","1431129600","1491868800","41.79650000","-82.63980000","","false","0","Exact"
"393","1","SG-5113BBBK2671","SENSORGNOME","1993","terminated","Pelee_Island","Pelee_Island","2014-11-11 00:00:00 +00:00","2015-05-09 00:00:00 +00:00","1415664000","1431129600","41.79650000","-82.63980000","","false","0","Exact"
"393","1","SG-5113BBBK2671","SENSORGNOME","649","terminated","Pelee_Island","Pelee_Island","2014-04-21 00:00:00 +00:00","2014-11-11 00:00:00 +00:00","1398038400","1415664000","41.79650000","-82.63980000","","false","0","Exact"
"394","1","SG-5113BBBK2672","SENSORGNOME","677","terminated","Pine River Cheese","Pine River Cheese","2014-06-23 00:00:00 +00:00","2014-11-17 00:00:00 +00:00","1403481600","1416182400","44.09470000","-81.68300000","","false","0","Exact"
"394","1","SG-5113BBBK2672","SENSORGNOME","2111","terminated","Pine River Cheese","Pine River Cheese","2015-04-15 09:45:00 +00:00","2016-11-15 00:00:00 +00:00","1429091100","1479168000","44.09470000","-81.68300000","","false","0","Exact"
"394","1","SG-5113BBBK2672","SENSORGNOME","3987","active","Pine River Cheese","Pine River Cheese","2017-04-04 18:00:00 +00:00","","1491328800","","44.09470000","-81.68300000","","false","0","Exact"
"394","1","SG-5113BBBK2672","SENSORGNOME","3759","terminated","Pine River Cheese","Pine River Cheese","2016-11-15 00:00:00 +00:00","2017-04-04 17:30:00 +00:00","1479168000","1491327000","44.09470000","-81.68300000","","false","0","Exact"
"395","1","SG-5113BBBK2674","SENSORGNOME","3962","terminated","Long_Point_Tip","Long_Point_Tip","2016-11-15 09:00:00 +00:00","2017-04-13 10:30:00 +00:00","1479200400","1492079400","42.54870000","-80.05070000","","false","0","Exact"
"395","1","SG-5113BBBK2674","SENSORGNOME","4254","terminated","Long_Point_Tip","Long_Point_Tip","2016-05-03 12:01:00 +00:00","2016-07-01 17:30:00 +00:00","1462276859.9999998","1467394200","42.54870000","-80.05070000","","false","0","Exact"
"395","1","SG-5113BBBK2674","SENSORGNOME","4255","terminated","Long_Point_Tip","Long_Point_Tip","2016-07-01 17:31:00 +00:00","2016-11-15 08:59:00 +00:00","1467394260","1479200340.0000002","42.54870000","-80.05070000","","false","0","Exact"
"395","1","SG-5113BBBK2674","SENSORGNOME","4256","active","Long_Point_Tip","Long_Point_Tip","2017-04-13 10:31:00 +00:00","","1492079459.9999998","","42.54870000","-80.05070000","","false","0","Exact"
"395","1","SG-5113BBBK2674","SENSORGNOME","648","terminated","Long_Point_Tip","Long_Point_Tip","2014-04-18 00:00:00 +00:00","2016-05-03 12:00:00 +00:00","1397779200","1462276800","42.54870000","-80.05070000","","false","0","Exact"
"396","1","SG-5113BBBK2675","SENSORGNOME","670","terminated","Forks_of_the_Credit","Forks_of_the_Credit","2014-05-05 00:00:00 +00:00","2014-11-19 00:00:00 +00:00","1399248000","1416355200","43.82590000","-80.00500000","","false","0","Exact"
"396","1","SG-5113BBBK2675","SENSORGNOME","2120","terminated","Forks_of_the_Credit","Forks_of_the_Credit","2015-04-19 11:30:00 +00:00","2016-11-08 00:00:00 +00:00","1429443000","1478563200","43.82590000","-80.00500000","","false","0","Exact"
"396","1","SG-5113BBBK2675","SENSORGNOME","2016","terminated","Forks_of_the_Credit","Forks_of_the_Credit","2014-11-19 00:00:00 +00:00","2015-04-19 11:30:00 +00:00","1416355200","1429443000","43.82590000","-80.00500000","","false","0","Exact"
"396","1","SG-5113BBBK2675","SENSORGNOME","3994","active","Forks_of_the_Credit","Forks_of_the_Credit","2017-04-08 12:00:00 +00:00","","1491652800","","43.82590000","-80.00500000","","false","0","Exact"
"396","1","SG-5113BBBK2675","SENSORGNOME","3741","terminated","Forks_of_the_Credit","Forks_of_the_Credit","2016-11-08 00:00:00 +00:00","2017-04-08 11:30:00 +00:00","1478563200","1491651000","43.82590000","-80.00500000","","false","0","Exact"
"397","1","SG-5113BBBK2678","SENSORGNOME","2114","terminated","Bolin_Port_Burwell","Bolin_Port_Burwell","2015-04-07 09:30:00 +00:00","2016-12-20 00:00:00 +00:00","1428399000","1482192000","42.62270000","-80.72180000","","false","0","Exact"
"397","1","SG-5113BBBK2678","SENSORGNOME","658","terminated","Bolin_Port_Burwell","Bolin_Port_Burwell","2014-04-27 00:00:00 +00:00","2014-06-18 00:00:00 +00:00","1398556800","1403049600","42.62270000","-80.72180000","","false","0","Exact"
"397","1","SG-5113BBBK2678","SENSORGNOME","739","terminated","Bolin_Port_Burwell","Bolin_Port_Burwell","2014-06-18 00:00:00 +00:00","2014-11-12 00:00:00 +00:00","1403049600","1415750400","42.62270000","-80.72180000","","false","0","Exact"
"397","1","SG-5113BBBK2678","SENSORGNOME","2005","terminated","Bolin_Port_Burwell","Bolin_Port_Burwell","2014-11-12 00:00:00 +00:00","2015-04-07 09:30:00 +00:00","1415750400","1428399000","42.62270000","-80.72180000","","false","0","Exact"
"398","1","SG-5113BBBK2799","SENSORGNOME","5778","terminated","Test-BBBK2799","BSC_Test","2019-11-05 00:00:00 +00:00","2019-12-20 00:00:00 +00:00","1572912000","1576800000","42.61620000","-80.45850000","","false","0","Exact"
"398","1","SG-5113BBBK2799","SENSORGNOME","5988","active","Prince Edward Point","Prince Edward Point Bird Observatory","2020-03-24 18:00:00 +00:00","","1585072800","","43.93980000","-76.86170000","","false","0","Exact"
"398","1","SG-5113BBBK2799","SENSORGNOME","743","terminated","Mosaic Port Maitland","Mosaic Port Maitland","2014-08-07 00:00:00 +00:00","2016-11-22 00:00:00 +00:00","1407369600","1479772800","42.85840000","-79.55920000","","false","0","Exact"
"398","1","SG-5113BBBK2799","SENSORGNOME","654","terminated","Rock_Point_Provincial_Park","Rock_Point_Provincia","2014-04-24 00:00:00 +00:00","2014-08-07 00:00:00 +00:00","1398297600","1407369600","42.85420000","-79.55370000","","false","0","Exact"
"398","1","SG-5113BBBK2799","SENSORGNOME","3754","terminated","Mosaic Port Maitland","Mosaic Port Maitland","2016-11-22 00:00:00 +00:00","2017-04-18 00:00:00 +00:00","1479772800","1492473600","42.85840000","-79.55920000","","false","0","Exact"
"398","1","SG-5113BBBK2799","SENSORGNOME","3956","terminated","Mosaic Port Maitland","Mosaic Port Maitland","2017-04-18 00:00:00 +00:00","2019-05-30 23:59:00 +00:00","1492473600","1559260740.0000002","42.85840000","-79.55920000","","false","0","Exact"
"399","1","SG-5113BBBK2822","SENSORGNOME","3755","active","Mount Forest","Mount Forest","2016-11-15 00:00:00 +00:00","","1479168000","","43.95970000","-80.78470000","","false","0","Exact"
"399","1","SG-5113BBBK2822","SENSORGNOME","684","terminated","Mount Forest","Mount Forest","2014-07-07 00:00:00 +00:00","2014-11-19 00:00:00 +00:00","1404691200","1416355200","43.95970000","-80.78470000","","false","0","Exact"
"399","1","SG-5113BBBK2822","SENSORGNOME","2018","terminated","Mount Forest","Mount Forest","2014-11-19 00:00:00 +00:00","2015-04-14 15:40:00 +00:00","1416355200","1429025999.9999998","43.95970000","-80.78470000","","false","0","Exact"
"399","1","SG-5113BBBK2822","SENSORGNOME","2121","terminated","Mount Forest","Mount Forest","2015-04-14 15:40:00 +00:00","2016-11-15 00:00:00 +00:00","1429025999.9999998","1479168000","43.95970000","-80.78470000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","2122","terminated","Saugeen_Conservation_Authority_Formosa","Saugeen Conservation Authority Formosa","2015-04-14 16:50:00 +00:00","2015-06-22 00:00:00 +00:00","1429030200.0000002","1434931200","44.05550000","-81.20690000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","2028","terminated","Saugeen_Conservation_Authority_Formosa","Saugeen Conservation Authority Formosa","2014-11-20 00:00:00 +00:00","2015-04-14 16:50:00 +00:00","1416441600","1429030200.0000002","44.05550000","-81.20690000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","644","terminated","Saugeen_Conservation_Authority_Formosa","Saugeen Conservation Authority Formosa","2014-04-17 00:00:00 +00:00","2014-11-20 00:00:00 +00:00","1397692800","1416441600","44.05550000","-81.20690000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","2428","terminated","Arthur_Langford_Reserve","Arthur Langford Reserve","2015-07-15 00:00:00 +00:00","2016-04-21 18:10:00 +00:00","1436918400","1461262200","42.69450000","-80.64780000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","3054","terminated","Exeter Sewage Lagoons","Exeter Sewage Lagoons","2016-04-22 13:35:00 +00:00","2016-11-11 00:00:00 +00:00","1461332100.0000002","1478822400","43.35610000","-81.49850000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","3740","terminated","Exeter Sewage Lagoons","Exeter Sewage Lagoons","2016-11-11 00:00:00 +00:00","2017-04-03 13:30:00 +00:00","1478822400","1491226200","43.35610000","-81.49850000","","false","0","Exact"
"400","1","SG-5113BBBK2827","SENSORGNOME","3975","terminated","Exeter Sewage Lagoons","Exeter Sewage Lagoons","2017-04-03 14:00:00 +00:00","2018-10-22 23:59:00 +00:00","1491228000","1540252740.0000002","43.35610000","-81.49850000","","false","0","Exact"
"401","1","SG-5113BBBK2832","SENSORGNOME","646","terminated","Point_Farms_Provincial_Park","Point Farms Provincial Park","2014-04-17 00:00:00 +00:00","2014-06-25 00:00:00 +00:00","1397692800","1403654400","43.80410000","-81.71030000","","false","0","Exact"
"401","1","SG-5113BBBK2832","SENSORGNOME","734","terminated","Point_Farms_Provincial_Park","Point Farms Provincial Park","2014-06-25 00:00:00 +00:00","2014-11-17 00:00:00 +00:00","1403654400","1416182400","43.80410000","-81.71030000","","false","0","Exact"
"401","1","SG-5113BBBK2832","SENSORGNOME","2006","terminated","Point_Farms_Provincial_Park","Point Farms Provincial Park","2014-11-17 00:00:00 +00:00","2015-04-15 10:45:00 +00:00","1416182400","1429094700","43.80410000","-81.71030000","","false","0","Exact"
"401","1","SG-5113BBBK2832","SENSORGNOME","2123","terminated","Point_Farms_Provincial_Park","Point Farms Provincial Park","2015-04-15 10:45:00 +00:00","2018-11-20 23:59:00 +00:00","1429094700","1542758340.0000002","43.80410000","-81.71030000","","false","0","Exact"
"401","1","SG-5113BBBK2832","SENSORGNOME","5279","active","Pickering OPG","Pickering OPG","2018-11-23 00:00:00 +00:00","","1542931200","","43.81390000","-79.05530000","108.0","false","0","Exact"
"402","1","SG-5113BBBK2839","SENSORGNOME","2124","terminated","Malden Park","Malden Park","2015-04-10 11:30:00 +00:00","2016-02-23 00:00:00 +00:00","1428665400","1456185600","42.27660000","-83.06700000","","false","0","Exact"
"402","1","SG-5113BBBK2839","SENSORGNOME","1994","terminated","Malden Park","Malden Park","2014-11-11 00:00:00 +00:00","2015-04-10 11:30:00 +00:00","1415664000","1428665400","42.27660000","-83.06700000","","false","0","Exact"
"402","1","SG-5113BBBK2839","SENSORGNOME","676","terminated","Malden Park","Malden Park","2014-06-18 00:00:00 +00:00","2014-11-11 00:00:00 +00:00","1403049600","1415664000","42.27660000","-83.06700000","","false","0","Exact"
"402","1","SG-5113BBBK2839","SENSORGNOME","2924","terminated","Malden Park","Malden Park","2016-04-01 00:00:00 +00:00","2016-04-14 16:15:00 +00:00","1459468800","1460650500","42.27660000","-83.06700000","","false","0","Exact"
"402","1","SG-5113BBBK2839","SENSORGNOME","3220","terminated","Malden Park","Malden Park","2016-06-09 16:15:00 +00:00","2016-11-21 00:00:00 +00:00","1465488900","1479686400","42.27660000","-83.06700000","","false","0","Exact"
"402","1","SG-5113BBBK2839","SENSORGNOME","3938","active","Cambridge_RARE","Cambridge_RARE","2017-04-18 10:30:00 +00:00","","1492511400","","43.37680000","-80.35250000","","false","0","Exact"
"403","1","SG-5113BBBK2911","SENSORGNOME","3051","active","Brighton","Brighton","2016-04-29 11:00:00 +00:00","","1461927600","","44.01280000","-77.74520000","","false","0","Exact"
"403","1","SG-5113BBBK2911","SENSORGNOME","680","terminated","Presqu'ile Provincial Park","Presqu'ile Provincia","2014-07-02 00:00:00 +00:00","2016-04-29 08:40:00 +00:00","1404259200","1461919199.9999998","44.00780000","-77.74050000","","false","0","Exact"
"404","1","SG-5113BBBK2917","SENSORGNOME","656","terminated","Millgrove","Millgrove","2014-04-25 00:00:00 +00:00","2014-11-20 00:00:00 +00:00","1398384000","1416441600","43.33060000","-79.98630000","","false","0","Exact"
"404","1","SG-5113BBBK2917","SENSORGNOME","2126","terminated","Millgrove","Millgrove","2015-04-13 17:30:00 +00:00","2015-05-05 00:00:00 +00:00","1428946200","1430784000","43.33060000","-79.98630000","","false","0","Exact"
"404","1","SG-5113BBBK2917","SENSORGNOME","2024","terminated","Millgrove","Millgrove","2014-11-20 00:00:00 +00:00","2015-04-13 17:30:00 +00:00","1416441600","1428946200","43.33110000","-79.98600000","","false","0","Exact"
"404","1","SG-5113BBBK2917","SENSORGNOME","2181","terminated","Flamborough_Quarry","Flamborough_Quarry","2015-05-06 11:30:00 +00:00","2017-05-09 10:30:00 +00:00","1430911800","1494325800","43.31360000","-80.01370000","","false","0","Exact"
"404","1","SG-5113BBBK2917","SENSORGNOME","4036","active","Flamborough_Quarry","Flamborough_Quarry","2017-05-09 11:00:00 +00:00","","1494327600","","43.31360000","-80.01370000","","false","0","Exact"
"405","1","SG-5113BBBK3017","SENSORGNOME","3989","active","Priceville","Priceville","2017-04-05 11:00:00 +00:00","","1491390000","","44.20820000","-80.61220000","","false","0","Exact"
"405","1","SG-5113BBBK3017","SENSORGNOME","3761","terminated","Priceville","Priceville","2016-11-08 00:00:00 +00:00","2017-04-05 10:30:00 +00:00","1478563200","1491388200","44.20820000","-80.61220000","","false","0","Exact"
"405","1","SG-5113BBBK3017","SENSORGNOME","2128","terminated","Priceville","Priceville","2015-04-21 16:30:00 +00:00","2016-11-08 00:00:00 +00:00","1429633800","1478563200","44.20824000","-80.61218000","","false","0","Exact"
"405","1","SG-5113BBBK3017","SENSORGNOME","2013","terminated","Hubbert","Hubbert","2014-11-19 00:00:00 +00:00","2015-04-21 15:00:00 +00:00","1416355200","1429628400","44.27880000","-80.64810000","","false","0","Exact"
"405","1","SG-5113BBBK3017","SENSORGNOME","662","terminated","Hubbert","Hubbert","2014-04-29 00:00:00 +00:00","2014-11-19 00:00:00 +00:00","1398729600","1416355200","44.27880000","-80.64810000","","false","0","Exact"
"406","1","SG-5113BBBK3062","SENSORGNOME","679","terminated","Bluewater","Bluewater","2014-06-30 00:00:00 +00:00","2014-07-15 23:59:00 +00:00","1404086400","1405468740","44.74070000","-81.23450000","","false","0","Exact"
"406","1","SG-5113BBBK3062","SENSORGNOME","768","terminated","Bluewater","Bluewater","2014-08-18 00:00:00 +00:00","2014-11-18 00:00:00 +00:00","1408320000","1416268800","44.74070000","-81.23450000","","false","0","Exact"
"406","1","SG-5113BBBK3062","SENSORGNOME","2011","terminated","Bluewater","Bluewater","2014-11-18 00:00:00 +00:00","2015-04-20 14:30:00 +00:00","1416268800","1429540200","44.74070000","-81.23450000","","false","0","Exact"
